value,entry_index,width,count
57,2826,2,1
57,2828,2,1
57,2828,4,1
57,2829,2,1
57,2829,4,1
57,2831,2,9
57,2831,4,6
57,2834,2,1
57,2834,4,1
57,2835,2,1
57,2835,4,1
57,2837,2,1
57,2837,4,1
57,2838,2,1
57,2838,4,1
57,2839,2,1
57,2839,4,1
57,2853,2,1
57,2861,2,1
57,2886,2,8
57,2895,2,1
57,2895,4,1
57,2907,2,1
57,2908,2,1
57,2908,4,1
57,3359,2,1
57,3359,4,1
57,3360,2,1
57,3364,2,136
57,3364,4,136
57,3365,2,18
57,3365,4,18
57,3368,2,2
57,3370,2,1
57,3370,4,1
57,3380,2,1
57,3380,4,1
58,0,2,76
58,0,4,15
58,2,2,13
58,3,2,19
58,6,2,41
58,6,4,1
58,7,2,13
58,8,2,11
58,8,4,3
58,10,2,1
58,10,4,1
58,12,2,17
58,13,2,3
58,13,4,1
58,14,2,3
58,16,2,5
58,16,4,5
58,17,2,114
58,17,4,112
58,18,2,2
58,20,2,13
58,21,2,1
58,22,2,1
58,24,2,2
58,25,2,15
58,25,4,1
58,26,2,2
58,27,2,2
58,32,2,13
58,32,4,13
58,33,2,13
58,33,4,10
58,35,2,7
58,35,4,6
58,42,2,134
58,52,2,71
58,52,4,71
58,53,2,2
58,58,2,26
58,58,4,26
58,59,2,4
58,61,2,2
58,61,4,2
58,64,2,3
58,64,4,2
58,66,2,1
58,66,4,1
58,67,2,1
58,67,4,1
58,68,2,21
58,68,4,20
58,69,2,17
58,69,4,17
58,70,2,20
58,70,4,20
58,71,2,19
58,71,4,19
58,72,2,19
58,72,4,17
58,73,2,20
58,73,4,20
58,74,2,19
58,74,4,19
58,75,2,20
58,75,4,20
58,76,2,20
58,76,4,20
58,77,2,20
58,77,4,20
58,78,2,20
58,78,4,20
58,79,2,23
58,79,4,21
58,80,2,21
58,80,4,21
58,81,2,22
58,81,4,20
58,82,2,20
58,82,4,17
58,83,2,22
58,83,4,19
58,84,2,17
58,84,4,17
58,85,2,34
58,85,4,34
58,86,2,19
58,86,4,17
58,87,2,17
58,87,4,17
58,88,2,23
58,88,4,21
58,89,2,21
58,89,4,18
58,90,2,20
58,90,4,16
58,91,2,18
58,91,4,17
58,92,2,19
58,92,4,19
58,93,2,18
58,93,4,18
58,94,2,17
58,94,4,16
58,95,2,19
58,95,4,19
58,96,2,19
58,96,4,19
58,97,2,24
58,97,4,23
58,98,2,36
58,98,4,19
58,99,2,20
58,99,4,20
58,100,2,22
58,100,4,21
58,101,2,18
58,101,4,18
58,102,2,21
58,102,4,21
58,103,2,19
58,103,4,19
58,104,2,19
58,104,4,19
58,105,2,20
58,105,4,20
58,106,2,18
58,106,4,18
58,107,2,17
58,107,4,17
58,108,2,19
58,108,4,19
58,109,2,24
58,109,4,20
58,110,2,20
58,110,4,20
58,111,2,20
58,111,4,20
58,112,2,20
58,112,4,20
58,113,2,19
58,113,4,19
58,114,2,19
58,114,4,19
58,116,2,19
58,116,4,19
58,117,2,19
58,117,4,19
58,118,2,19
58,118,4,19
58,119,2,23
58,119,4,19
58,120,2,21
58,120,4,20
58,121,2,20
58,121,4,19
58,122,2,20
58,122,4,20
58,123,2,19
58,123,4,19
58,124,2,20
58,124,4,20
58,125,2,20
58,125,4,20
58,126,2,20
58,126,4,20
58,127,2,19
58,127,4,19
58,128,2,20
58,128,4,20
58,129,2,20
58,129,4,20
58,130,2,19
58,130,4,19
58,131,2,19
58,131,4,19
58,134,2,19
58,134,4,19
58,135,2,19
58,135,4,19
58,136,2,19
58,136,4,19
58,137,2,25
58,137,4,24
58,138,2,19
58,138,4,19
58,139,2,19
58,139,4,19
58,140,2,19
58,140,4,18
58,141,2,19
58,141,4,19
58,142,2,19
58,142,4,19
58,143,2,19
58,143,4,19
58,144,2,20
58,144,4,20
58,145,2,20
58,145,4,20
58,146,2,19
58,146,4,19
58,147,2,20
58,147,4,20
58,148,2,19
58,148,4,19
58,149,2,20
58,149,4,20
58,150,2,21
58,150,4,21
58,152,2,18
58,152,4,18
58,153,2,18
58,153,4,18
58,154,2,18
58,154,4,18
58,155,2,18
58,155,4,18
58,156,2,18
58,156,4,18
58,157,2,19
58,157,4,19
58,158,2,18
58,158,4,18
58,159,2,18
58,159,4,18
58,160,2,18
58,160,4,18
58,161,2,18
58,161,4,18
58,164,2,1
58,164,4,1
58,168,2,19
58,168,4,19
58,169,2,8
58,169,4,8
58,189,2,1
58,189,4,1
58,192,2,10
58,192,4,10
58,204,2,20
58,204,4,20
58,207,2,23
58,207,4,20
58,208,2,18
58,208,4,18
58,209,2,17
58,209,4,17
58,212,2,17
58,212,4,17
58,215,2,24
58,215,4,22
58,216,2,22
58,216,4,20
58,217,2,19
58,217,4,19
58,218,2,25
58,218,4,20
58,219,2,22
58,219,4,22
58,220,2,20
58,220,4,20
58,221,2,25
58,221,4,25
58,222,2,21
58,222,4,21
58,223,2,22
58,223,4,20
58,224,2,2
58,224,4,2
58,225,2,33
58,225,4,29
58,226,2,31
58,226,4,19
58,227,2,24
58,227,4,23
58,228,2,28
58,228,4,22
58,229,2,21
58,229,4,21
58,230,2,21
58,230,4,21
58,231,2,20
58,231,4,20
58,232,2,20
58,232,4,20
58,233,2,23
58,233,4,23
58,234,2,25
58,234,4,24
58,235,2,26
58,235,4,26
58,237,2,20
58,237,4,20
58,239,2,20
58,239,4,20
58,240,2,21
58,240,4,20
58,242,2,21
58,242,4,21
58,243,2,25
58,243,4,21
58,244,2,30
58,244,4,29
58,245,2,20
58,245,4,20
58,246,2,28
58,246,4,20
58,247,2,20
58,247,4,17
58,248,2,28
58,248,4,27
58,250,2,20
58,250,4,20
58,251,2,22
58,251,4,22
58,252,2,21
58,252,4,21
58,254,2,20
58,254,4,20
58,255,2,23
58,255,4,21
58,258,2,21
58,258,4,21
58,263,2,23
58,263,4,21
58,264,2,20
58,264,4,20
58,929,2,1
58,929,4,1
58,950,2,4
58,950,4,4
58,970,2,1
58,970,4,1
58,980,2,1
58,980,4,1
58,1029,2,1
58,1029,4,1
58,1090,2,1
58,1090,4,1
58,1100,2,1
58,1100,4,1
58,1110,2,1
58,1110,4,1
58,1130,2,1
58,1130,4,1
58,1135,2,3
58,1135,4,3
58,1140,2,1
58,1140,4,1
58,1159,2,3
58,1159,4,3
58,1160,2,3
58,1160,4,3
58,1219,2,1
58,1219,4,1
58,1260,2,1
58,1260,4,1
58,1270,2,1
58,1270,4,1
58,1280,2,1
58,1280,4,1
58,1290,2,1
58,1290,4,1
58,1319,2,1
58,1319,4,1
58,1320,2,3
58,1320,4,3
58,1329,2,1
58,1329,4,1
58,1339,2,1
58,1339,4,1
58,1380,2,2
58,1380,4,2
58,1390,2,1
58,1390,4,1
58,1410,2,1
58,1410,4,1
58,1420,2,1
58,1420,4,1
58,1430,2,1
58,1430,4,1
58,1450,2,1
58,1450,4,1
58,1460,2,3
58,1460,4,3
58,1470,2,1
58,1470,4,1
58,1479,2,3
58,1479,4,3
58,1490,2,1
58,1490,4,1
58,1500,2,1
58,1500,4,1
58,1510,2,1
58,1510,4,1
58,1520,2,1
58,1520,4,1
58,1549,2,1
58,1549,4,1
58,1590,2,1
58,1590,4,1
58,1599,2,1
58,1599,4,1
58,1619,2,1
58,1619,4,1
58,1630,2,1
58,1630,4,1
58,1640,2,1
58,1640,4,1
58,1909,2,1
58,1909,4,1
58,1919,2,1
58,1919,4,1
58,1920,2,2
58,1920,4,2
58,2010,2,1
58,2010,4,1
58,2060,2,1
58,2060,4,1
58,2119,2,1
58,2119,4,1
58,2169,2,1
58,2169,4,1
58,2249,2,6
58,2253,2,14
58,2254,2,72
58,2267,2,6
58,2272,2,1
58,2304,2,3
58,2308,2,1
58,2311,2,1
58,2313,2,1
58,2314,2,1
58,2316,2,1
58,2321,2,1
58,2322,2,1
58,2326,2,11
58,2326,4,11
58,2327,2,11
58,2327,4,11
58,2328,2,12
58,2328,4,12
58,2329,2,11
58,2329,4,11
58,2330,2,12
58,2330,4,12
58,2331,2,10
58,2331,4,10
58,2332,2,13
58,2332,4,13
58,2333,2,13
58,2333,4,13
58,2334,2,11
58,2334,4,11
58,2335,2,12
58,2335,4,12
58,2336,2,10
58,2336,4,10
58,2337,2,11
58,2337,4,11
58,2338,2,14
58,2338,4,14
58,2339,2,11
58,2339,4,11
58,2340,2,12
58,2340,4,12
58,2341,2,11
58,2341,4,11
58,2342,2,10
58,2342,4,10
58,2343,2,9
58,2343,4,9
58,2344,2,10
58,2344,4,10
58,2345,2,13
58,2345,4,13
58,2346,2,17
58,2346,4,17
58,2348,2,11
58,2348,4,11
58,2349,2,11
58,2349,4,11
58,2350,2,11
58,2350,4,11
58,2353,2,44
58,2353,4,43
58,2354,2,38
58,2354,4,38
58,2355,2,91
58,2355,4,90
58,2356,2,52
58,2356,4,52
58,2357,2,63
58,2357,4,62
58,2358,2,68
58,2358,4,66
58,2360,2,84
58,2360,4,84
58,2361,2,40
58,2361,4,39
58,2363,2,87
58,2363,4,86
58,2364,2,46
58,2364,4,45
58,2365,2,33
58,2365,4,33
58,2366,2,68
58,2366,4,66
58,2367,2,65
58,2367,4,64
58,2368,2,159
58,2368,4,159
58,2369,2,35
58,2369,4,34
58,2370,2,39
58,2370,4,34
58,2371,2,75
58,2371,4,73
58,2372,2,58
58,2372,4,58
58,2376,2,2
58,2376,4,2
58,2377,2,2
58,2377,4,2
58,2378,2,2
58,2378,4,2
58,2381,2,1
58,2381,4,1
58,2382,2,1
58,2382,4,1
58,2384,2,2
58,2384,4,2
58,2385,2,2
58,2385,4,2
58,2387,2,2
58,2387,4,2
58,2388,2,4
58,2388,4,4
58,2389,2,31
58,2389,4,31
58,2391,2,31
58,2391,4,31
58,2394,2,2
58,2394,4,2
58,2395,2,1
58,2395,4,1
58,2396,2,1
58,2396,4,1
58,2397,2,2
58,2397,4,2
58,2398,2,2
58,2398,4,2
58,2399,2,2
58,2399,4,2
58,2400,2,2
58,2400,4,2
58,2414,2,1
58,2426,2,9
58,2427,2,12
58,2427,4,7
58,2428,2,4
58,2429,2,9
58,2430,2,2
58,2430,4,1
58,2431,2,2
58,2431,4,1
58,2432,2,2
58,2432,4,1
58,2433,2,2
58,2433,4,1
58,2434,2,3
58,2434,4,1
58,2435,2,2
58,2435,4,1
58,2439,2,3
58,2445,2,1
58,2445,4,1
58,2447,2,2
58,2453,2,2
58,2454,2,2
58,2456,2,11
58,2458,2,2
58,2459,2,1
58,2460,2,9
58,2476,2,1
58,2477,2,7
58,2477,4,5
58,2478,2,4
58,2483,2,10
58,2483,4,1
58,2485,2,2
58,2486,2,3
58,2489,2,7
58,2490,2,24
58,2491,2,3
58,2493,2,16
58,2494,2,7
58,2494,4,3
58,2495,2,1
58,2496,2,6
58,2496,4,1
58,2497,2,2
58,2498,2,2
58,2499,2,24
58,2501,2,3
58,2502,2,14
58,2502,4,1
58,2504,2,13
58,2505,2,30
58,2505,4,9
58,2507,2,6
58,2507,4,6
58,2508,2,12
58,2509,2,9
58,2510,2,8
58,2526,2,5
58,2527,2,127
58,2527,4,3
58,2528,2,140
58,2528,4,4
58,2529,2,119
58,2529,4,1
58,2530,2,2
58,2530,4,2
58,2533,2,5
58,2533,4,3
58,2534,2,97
58,2534,4,1
58,2535,2,36
58,2535,4,1
58,2536,2,119
58,2536,4,3
58,2537,2,107
58,2537,4,1
58,2538,2,1
58,2538,4,1
58,2540,2,1
58,2546,2,2
58,2548,2,2
58,2549,2,13
58,2549,4,8
58,2550,2,7
58,2551,2,14
58,2551,4,6
58,2552,2,14
58,2552,4,6
58,2553,2,14
58,2553,4,6
58,2554,2,5
58,2555,2,5
58,2556,2,5
58,2557,2,92
58,2558,2,92
58,2559,2,92
58,2560,2,92
58,2576,2,2
58,2576,4,2
58,2578,2,4
58,2580,2,9
58,2581,2,1
58,2583,2,2
58,2583,4,2
58,2585,2,1
58,2586,2,1
58,2803,2,2
58,2809,2,2
58,2811,2,1
58,2814,2,3
58,2814,4,1
58,2815,2,2
58,2831,2,4
58,2886,2,8
58,2907,2,1
58,2908,2,1
58,2908,4,1
58,3359,2,1
58,3359,4,1
58,3360,2,1
58,3364,2,1
58,3364,4,1
58,3368,2,2
58,3369,2,1
58,3369,4,1
58,3380,2,1
58,3380,4,1
292,0,2,3
292,0,4,2
292,3,2,1
292,10,2,1
292,10,4,1
292,11,2,1
292,12,2,1
292,13,2,1
292,16,2,1
292,17,2,1
292,17,4,1
292,18,2,2
292,25,2,2
292,52,2,64
292,52,4,64
292,54,2,7
292,54,4,7
292,59,2,7
292,59,4,7
292,62,2,43
292,62,4,43
292,64,2,1
292,64,4,1
292,73,2,1
292,73,4,1
292,74,2,8
292,74,4,8
292,90,2,2
292,90,4,2
292,113,2,1
292,113,4,1
292,150,2,1
292,150,4,1
292,164,2,1
292,164,4,1
292,252,2,1
292,252,4,1
292,2249,2,1
292,2310,2,1
292,2317,2,1
292,2326,2,4
292,2326,4,4
292,2327,2,4
292,2327,4,4
292,2328,2,1
292,2328,4,1
292,2330,2,5
292,2330,4,5
292,2331,2,4
292,2331,4,4
292,2332,2,12
292,2332,4,12
292,2333,2,1
292,2333,4,1
292,2334,2,4
292,2334,4,4
292,2335,2,10
292,2335,4,10
292,2336,2,1
292,2336,4,1
292,2337,2,4
292,2337,4,4
292,2338,2,14
292,2338,4,14
292,2339,2,2
292,2339,4,2
292,2340,2,1
292,2340,4,1
292,2341,2,2
292,2341,4,2
292,2342,2,13
292,2342,4,13
292,2343,2,1
292,2344,2,2
292,2344,4,2
292,2345,2,8
292,2345,4,8
292,2346,2,2
292,2346,4,2
292,2348,2,4
292,2348,4,4
292,2349,2,4
292,2349,4,4
292,2350,2,4
292,2350,4,4
292,2353,2,72
292,2353,4,72
292,2354,2,65
292,2354,4,64
292,2355,2,47
292,2355,4,47
292,2356,2,31
292,2356,4,31
292,2357,2,42
292,2357,4,41
292,2358,2,45
292,2358,4,45
292,2360,2,54
292,2360,4,53
292,2361,2,50
292,2361,4,48
292,2363,2,41
292,2363,4,41
292,2364,2,39
292,2364,4,38
292,2365,2,61
292,2365,4,61
292,2366,2,65
292,2366,4,64
292,2367,2,111
292,2367,4,111
292,2368,2,48
292,2368,4,47
292,2369,2,49
292,2369,4,49
292,2370,2,41
292,2370,4,40
292,2371,2,38
292,2371,4,38
292,2372,2,84
292,2372,4,83
292,2392,2,1
292,2427,2,1
292,2429,2,3
292,2431,2,6
292,2431,4,6
292,2453,2,3
292,2455,2,2
292,2459,2,3
292,2460,2,1
292,2476,2,1
292,2481,2,1
292,2511,2,1
292,2526,2,1
292,2530,2,1
292,2532,2,1
292,2538,2,1
292,2547,2,1
292,2549,2,5
292,2549,4,5
292,2550,2,2
292,2557,2,15
292,2558,2,15
292,2559,2,15
292,2560,2,15
292,2579,2,1
292,2586,2,1
292,2672,2,1
292,2672,4,1
292,2812,2,1
292,2812,4,1
292,3359,2,1
292,3359,4,1
292,3360,2,1
292,3364,2,1
292,3403,2,1
292,3403,4,1
292,3686,2,1
292,3686,4,1
294,0,2,3
294,0,4,2
294,3,2,10
294,10,2,1
294,10,4,1
294,11,2,1
294,12,2,1
294,13,2,1
294,17,2,1
294,17,4,1
294,18,2,2
294,25,2,2
294,52,2,65
294,52,4,65
294,54,2,7
294,54,4,7
294,62,2,10
294,62,4,10
294,69,2,10
294,69,4,10
294,72,2,11
294,72,4,11
294,74,2,10
294,74,4,10
294,80,2,10
294,80,4,10
294,83,2,11
294,83,4,11
294,85,2,11
294,85,4,11
294,88,2,11
294,88,4,11
294,89,2,11
294,89,4,11
294,91,2,11
294,91,4,11
294,95,2,11
294,95,4,11
294,101,2,11
294,101,4,11
294,102,2,11
294,102,4,11
294,103,2,11
294,103,4,11
294,104,2,11
294,104,4,11
294,113,2,10
294,113,4,10
294,120,2,11
294,120,4,11
294,124,2,10
294,124,4,10
294,129,2,10
294,129,4,10
294,137,2,10
294,137,4,10
294,139,2,10
294,139,4,10
294,144,2,10
294,144,4,10
294,147,2,1
294,147,4,1
294,149,2,10
294,149,4,10
294,164,2,1
294,164,4,1
294,207,2,11
294,207,4,11
294,208,2,11
294,208,4,11
294,212,2,11
294,212,4,11
294,213,2,11
294,213,4,11
294,216,2,10
294,216,4,10
294,225,2,11
294,225,4,11
294,235,2,11
294,235,4,11
294,243,2,11
294,243,4,11
294,251,2,11
294,251,4,11
294,254,2,11
294,254,4,11
294,264,2,11
294,264,4,11
294,2249,2,2
294,2249,4,1
294,2264,2,1
294,2305,2,1
294,2307,2,1
294,2310,2,1
294,2313,2,1
294,2314,2,1
294,2326,2,5
294,2326,4,5
294,2327,2,5
294,2327,4,5
294,2328,2,1
294,2328,4,1
294,2330,2,5
294,2330,4,5
294,2331,2,5
294,2331,4,5
294,2332,2,12
294,2332,4,12
294,2333,2,1
294,2333,4,1
294,2334,2,5
294,2334,4,5
294,2335,2,10
294,2335,4,10
294,2336,2,1
294,2336,4,1
294,2337,2,5
294,2337,4,5
294,2338,2,16
294,2338,4,16
294,2339,2,2
294,2339,4,2
294,2340,2,1
294,2340,4,1
294,2341,2,1
294,2341,4,1
294,2342,2,9
294,2342,4,9
294,2344,2,1
294,2344,4,1
294,2345,2,8
294,2345,4,8
294,2346,2,1
294,2346,4,1
294,2348,2,5
294,2348,4,5
294,2349,2,5
294,2349,4,5
294,2350,2,5
294,2350,4,5
294,2353,2,90
294,2353,4,90
294,2354,2,39
294,2354,4,39
294,2355,2,65
294,2355,4,65
294,2356,2,41
294,2356,4,40
294,2357,2,43
294,2357,4,42
294,2358,2,48
294,2358,4,47
294,2360,2,69
294,2360,4,69
294,2361,2,44
294,2361,4,43
294,2363,2,44
294,2363,4,43
294,2364,2,51
294,2364,4,49
294,2365,2,31
294,2365,4,31
294,2366,2,47
294,2366,4,45
294,2367,2,41
294,2367,4,40
294,2368,2,60
294,2368,4,59
294,2369,2,51
294,2369,4,51
294,2370,2,58
294,2370,4,58
294,2371,2,42
294,2371,4,42
294,2372,2,53
294,2372,4,52
294,2389,2,1
294,2389,4,1
294,2396,2,1
294,2396,4,1
294,2427,2,2
294,2427,4,2
294,2429,2,3
294,2453,2,2
294,2453,4,2
294,2455,2,2
294,2459,2,3
294,2460,2,1
294,2481,2,1
294,2490,2,2
294,2493,2,8
294,2510,2,2
294,2510,4,1
294,2535,2,1
294,2539,2,1
294,2549,2,3
294,2550,2,2
294,2554,2,2
294,2556,2,2
294,2557,2,15
294,2558,2,15
294,2559,2,15
294,2560,2,15
294,2577,2,1
294,2580,2,1
294,3359,2,1
294,3359,4,1
294,3360,2,1
294,3364,2,1
294,3403,2,1
294,3403,4,1
294,3686,2,1
294,3686,4,1
308,0,2,4
308,0,4,3
308,1,2,1
308,1,4,1
308,2,2,5
308,3,2,23
308,6,2,31
308,6,4,3
308,12,2,1
308,13,2,3
308,17,2,2
308,17,4,2
308,25,2,4
308,32,2,1
308,35,2,2
308,42,2,776
308,52,2,437
308,52,4,436
308,54,2,4
308,54,4,4
308,59,2,9
308,66,2,2
308,67,2,1
308,67,4,1
308,72,2,1
308,72,4,1
308,84,2,1
308,84,4,1
308,119,2,1
308,119,4,1
308,131,2,1
308,131,4,1
308,136,2,1
308,136,4,1
308,218,2,1
308,218,4,1
308,222,2,1
308,222,4,1
308,2249,2,2
308,2267,2,1
308,2310,2,1
308,2317,2,1
308,2326,2,4
308,2326,4,4
308,2327,2,4
308,2327,4,4
308,2328,2,1
308,2328,4,1
308,2330,2,5
308,2330,4,5
308,2331,2,4
308,2331,4,4
308,2332,2,13
308,2332,4,13
308,2333,2,2
308,2333,4,2
308,2334,2,4
308,2334,4,4
308,2335,2,5
308,2335,4,5
308,2336,2,2
308,2336,4,2
308,2337,2,4
308,2337,4,4
308,2338,2,5
308,2338,4,5
308,2339,2,1
308,2339,4,1
308,2340,2,2
308,2340,4,2
308,2341,2,1
308,2341,4,1
308,2342,2,10
308,2342,4,10
308,2344,2,2
308,2344,4,2
308,2345,2,10
308,2345,4,10
308,2346,2,2
308,2346,4,2
308,2348,2,4
308,2348,4,4
308,2349,2,4
308,2349,4,4
308,2350,2,4
308,2350,4,4
308,2353,2,39
308,2353,4,39
308,2354,2,118
308,2354,4,118
308,2355,2,71
308,2355,4,71
308,2356,2,54
308,2356,4,52
308,2357,2,64
308,2357,4,63
308,2358,2,37
308,2358,4,36
308,2360,2,101
308,2360,4,98
308,2361,2,44
308,2361,4,43
308,2363,2,43
308,2363,4,43
308,2364,2,57
308,2364,4,57
308,2365,2,40
308,2365,4,40
308,2366,2,65
308,2366,4,65
308,2367,2,65
308,2367,4,65
308,2368,2,36
308,2368,4,36
308,2369,2,39
308,2369,4,39
308,2370,2,171
308,2370,4,169
308,2371,2,49
308,2371,4,49
308,2372,2,72
308,2372,4,72
308,2391,2,1
308,2391,4,1
308,2395,2,1
308,2395,4,1
308,2427,2,4
308,2427,4,4
308,2453,2,3
308,2453,4,2
308,2459,2,2
308,2460,2,8
308,2460,4,8
308,2482,2,1
308,2510,2,3
308,2547,2,3
308,2549,2,4
308,2549,4,4
308,2550,2,1
308,2585,2,1
308,2585,4,1
308,2832,2,1
308,2832,4,1
308,2895,2,1
308,2895,4,1
308,3359,2,1
308,3359,4,1
308,3360,2,1
308,3364,2,1
308,3368,2,1
308,3404,2,1
308,3404,4,1
308,3586,2,1
308,3586,4,1
555,0,2,12
555,0,4,3
555,3,2,1
555,13,2,2
555,17,2,2
555,17,4,2
555,22,2,4
555,31,2,1
555,31,4,1
555,52,2,3
555,52,4,3
555,59,2,11
555,66,2,1
555,66,4,1
555,67,2,2
555,67,4,2
555,68,2,13
555,68,4,13
555,69,2,13
555,69,4,13
555,70,2,3
555,70,4,3
555,71,2,13
555,71,4,13
555,72,2,13
555,72,4,13
555,73,2,13
555,73,4,13
555,74,2,3
555,74,4,3
555,75,2,13
555,75,4,13
555,76,2,13
555,76,4,13
555,77,2,13
555,77,4,13
555,78,2,3
555,78,4,3
555,79,2,13
555,79,4,13
555,80,2,13
555,80,4,13
555,81,2,13
555,81,4,13
555,82,2,13
555,82,4,13
555,83,2,13
555,83,4,13
555,84,2,13
555,84,4,13
555,85,2,13
555,85,4,13
555,86,2,13
555,86,4,13
555,87,2,13
555,87,4,13
555,88,2,13
555,88,4,13
555,89,2,13
555,89,4,13
555,90,2,13
555,90,4,13
555,91,2,13
555,91,4,13
555,92,2,3
555,92,4,3
555,93,2,13
555,93,4,13
555,94,2,13
555,94,4,13
555,95,2,13
555,95,4,13
555,96,2,13
555,96,4,13
555,97,2,13
555,97,4,13
555,98,2,13
555,98,4,13
555,99,2,13
555,99,4,13
555,100,2,3
555,100,4,3
555,101,2,3
555,101,4,3
555,102,2,13
555,102,4,13
555,103,2,13
555,103,4,13
555,104,2,13
555,104,4,13
555,105,2,13
555,105,4,13
555,106,2,3
555,106,4,3
555,107,2,13
555,107,4,13
555,108,2,13
555,108,4,13
555,109,2,13
555,109,4,13
555,110,2,13
555,110,4,13
555,111,2,3
555,111,4,3
555,112,2,13
555,112,4,13
555,113,2,3
555,113,4,3
555,114,2,13
555,114,4,13
555,115,2,13
555,115,4,13
555,116,2,13
555,116,4,13
555,117,2,13
555,117,4,13
555,118,2,13
555,118,4,13
555,119,2,13
555,119,4,13
555,120,2,13
555,120,4,13
555,121,2,13
555,121,4,13
555,122,2,13
555,122,4,13
555,123,2,13
555,123,4,13
555,124,2,13
555,124,4,13
555,125,2,13
555,125,4,13
555,126,2,13
555,126,4,13
555,127,2,13
555,127,4,13
555,128,2,13
555,128,4,13
555,129,2,13
555,129,4,13
555,130,2,13
555,130,4,13
555,131,2,13
555,131,4,13
555,132,2,12
555,132,4,12
555,133,2,12
555,133,4,12
555,134,2,13
555,134,4,13
555,135,2,13
555,135,4,13
555,136,2,13
555,136,4,13
555,137,2,13
555,137,4,13
555,138,2,13
555,138,4,13
555,139,2,13
555,139,4,13
555,140,2,13
555,140,4,13
555,141,2,13
555,141,4,13
555,142,2,13
555,142,4,13
555,143,2,13
555,143,4,13
555,144,2,13
555,144,4,13
555,145,2,13
555,145,4,13
555,146,2,13
555,146,4,13
555,147,2,13
555,147,4,13
555,148,2,13
555,148,4,13
555,149,2,13
555,149,4,13
555,150,2,13
555,150,4,13
555,152,2,13
555,152,4,13
555,153,2,13
555,153,4,13
555,154,2,13
555,154,4,13
555,155,2,13
555,155,4,13
555,156,2,13
555,156,4,13
555,157,2,13
555,157,4,13
555,158,2,3
555,158,4,3
555,159,2,13
555,159,4,13
555,160,2,13
555,160,4,13
555,161,2,13
555,161,4,13
555,162,2,13
555,162,4,13
555,163,2,13
555,163,4,13
555,164,2,3
555,164,4,3
555,165,2,13
555,165,4,13
555,166,2,13
555,166,4,13
555,167,2,13
555,167,4,13
555,168,2,13
555,168,4,13
555,169,2,13
555,169,4,13
555,170,2,13
555,170,4,13
555,171,2,13
555,171,4,13
555,172,2,13
555,172,4,13
555,173,2,13
555,173,4,13
555,174,2,13
555,174,4,13
555,175,2,13
555,175,4,13
555,176,2,13
555,176,4,13
555,177,2,13
555,177,4,13
555,178,2,13
555,178,4,13
555,179,2,13
555,179,4,13
555,180,2,13
555,180,4,13
555,181,2,13
555,181,4,13
555,182,2,13
555,182,4,13
555,204,2,13
555,204,4,13
555,206,2,13
555,206,4,13
555,207,2,13
555,207,4,13
555,208,2,3
555,208,4,3
555,209,2,13
555,209,4,13
555,210,2,3
555,210,4,3
555,211,2,13
555,211,4,13
555,212,2,3
555,212,4,3
555,213,2,1
555,213,4,1
555,214,2,13
555,214,4,13
555,215,2,13
555,215,4,13
555,216,2,13
555,216,4,13
555,217,2,13
555,217,4,13
555,218,2,13
555,218,4,13
555,219,2,13
555,219,4,13
555,220,2,13
555,220,4,13
555,221,2,3
555,221,4,3
555,222,2,3
555,222,4,3
555,223,2,13
555,223,4,13
555,224,2,13
555,224,4,13
555,225,2,13
555,225,4,13
555,226,2,13
555,226,4,13
555,227,2,13
555,227,4,13
555,228,2,13
555,228,4,13
555,229,2,13
555,229,4,13
555,230,2,13
555,230,4,13
555,231,2,3
555,231,4,3
555,232,2,13
555,232,4,13
555,233,2,13
555,233,4,13
555,234,2,13
555,234,4,13
555,235,2,13
555,235,4,13
555,236,2,13
555,236,4,13
555,237,2,13
555,237,4,13
555,238,2,1
555,238,4,1
555,239,2,3
555,239,4,3
555,240,2,3
555,240,4,3
555,241,2,1
555,241,4,1
555,242,2,3
555,242,4,3
555,243,2,3
555,243,4,3
555,244,2,13
555,244,4,13
555,245,2,13
555,245,4,13
555,246,2,13
555,246,4,13
555,247,2,13
555,247,4,13
555,248,2,13
555,248,4,13
555,250,2,13
555,250,4,13
555,251,2,13
555,251,4,13
555,252,2,3
555,252,4,3
555,254,2,3
555,254,4,3
555,255,2,3
555,255,4,3
555,258,2,13
555,258,4,13
555,263,2,13
555,263,4,13
555,264,2,13
555,264,4,13
555,2264,2,1
555,2270,2,3
555,2314,2,1
555,2320,2,3
555,2326,2,2
555,2326,4,2
555,2327,2,2
555,2327,4,2
555,2330,2,2
555,2330,4,1
555,2331,2,1
555,2331,4,1
555,2332,2,1
555,2332,4,1
555,2334,2,2
555,2334,4,2
555,2335,2,1
555,2335,4,1
555,2337,2,2
555,2337,4,2
555,2338,2,1
555,2338,4,1
555,2342,2,2
555,2342,4,2
555,2345,2,1
555,2345,4,1
555,2348,2,2
555,2348,4,2
555,2349,2,2
555,2349,4,2
555,2350,2,2
555,2350,4,2
555,2353,2,53
555,2353,4,53
555,2354,2,34
555,2354,4,34
555,2355,2,57
555,2355,4,57
555,2356,2,80
555,2356,4,80
555,2357,2,33
555,2357,4,33
555,2358,2,47
555,2358,4,47
555,2360,2,66
555,2360,4,65
555,2361,2,83
555,2361,4,83
555,2363,2,44
555,2363,4,44
555,2364,2,51
555,2364,4,51
