entry_index,record_start_hex,id_offset_hex,value,u32_00,u32_04,u32_08,u32_0c,u32_10,u32_14,u32_18,u32_1c,u32_20,u32_24,u32_28,u32_2c,u32_30,u32_34,u32_38,u32_3c
32,0x75c8,0x75e8,26,37,54554,37,54591,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754
32,0x75d0,0x75f0,26,37,54591,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780
32,0x75d8,0x75f8,26,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806
32,0x75e0,0x7600,26,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832
32,0x75e8,0x7608,26,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858
32,0x75f0,0x7610,26,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895
32,0x75f8,0x7618,26,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895,35,54930
32,0x7600,0x7620,26,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895,35,54930,31,54961
32,0x76e0,0x7700,26,54,55683,31,55714,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886
32,0x76e8,0x7708,26,31,55714,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917
32,0x76f0,0x7710,26,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917,31,55948
32,0x76f8,0x7718,26,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917,31,55948,37,55985
32,0x8668,0x8688,26,35,74951,34,74985,30,75015,38,75053,26,75079,26,75105,32,75137,37,75174
32,0x8670,0x8690,26,34,74985,30,75015,38,75053,26,75079,26,75105,32,75137,37,75174,38,75212
32,0x2e504,0x2e524,26,22,38544,22,38566,28,38594,20,38614,26,38640,20,38660,20,38680,24,38704
32,0x2e5cc,0x2e5ec,26,17,39053,23,39076,12,39088,27,39115,26,39141,21,39162,20,39182,20,39202
32,0x2e5f4,0x2e614,26,21,39162,20,39182,20,39202,14,39216,26,39242,14,39256,28,39284,23,39307
32,0x2e6b4,0x2e6d4,26,14,39729,17,39746,19,39765,17,39782,26,39808,22,39830,15,39845,21,39866
32,0x2e7f4,0x2e814,26,27,40506,20,40526,23,40549,25,40574,26,40600,25,40625,14,40639,18,40657
32,0x2ec64,0x2ec84,26,0,42790,0,42790,22,42812,0,42812,26,42838,23,42861,27,42888,0,42888
32,0x2f0c4,0x2f0e4,26,23,42911,0,42911,0,42911,0,42911,26,42937,0,42937,20,42957,0,42957
32,0x2f284,0x2f2a4,26,0,43171,0,43171,27,43198,0,43198,26,43224,0,43224,27,43251,30,43281
32,0x2f5dc,0x2f5fc,26,27,43529,27,43556,32,43588,35,43623,26,43649,28,43677,29,43706,0,43706
32,0x2f674,0x2f694,26,27,43795,24,43819,31,43850,29,43879,26,43905,31,43936,35,43971,0,43971
32,0x2f6e4,0x2f704,26,38,44196,0,44196,37,44233,30,44263,26,44289,25,44314,20,44334,19,44353
32,0x2f9b4,0x2f9d4,26,0,45659,22,45681,19,45700,0,45700,26,45726,22,45748,0,45748,19,45767
32,0x2febc,0x2fedc,26,0,46010,0,46010,24,46034,0,46034,26,46060,20,46080,0,46080,24,46104
32,0x2ff84,0x2ffa4,26,0,46275,19,46294,21,46315,0,46315,26,46341,0,46341,23,46364,0,46364
32,0x30074,0x30094,26,0,46577,0,46577,0,46577,0,46577,26,46603,26,46629,0,46629,26,46655
32,0x3007c,0x3009c,26,0,46577,0,46577,0,46577,26,46603,26,46629,0,46629,26,46655,26,46681
32,0x3008c,0x300ac,26,0,46577,26,46603,26,46629,0,46629,26,46655,26,46681,0,46681,0,46681
32,0x30094,0x300b4,26,26,46603,26,46629,0,46629,26,46655,26,46681,0,46681,0,46681,0,46681
32,0x30164,0x30184,26,0,46681,0,46681,0,46681,0,46681,26,46707,26,46733,0,46733,0,46733
32,0x3016c,0x3018c,26,0,46681,0,46681,0,46681,26,46707,26,46733,0,46733,0,46733,26,46759
32,0x30184,0x301a4,26,26,46707,26,46733,0,46733,0,46733,26,46759,26,46785,26,46811,26,46837
32,0x3018c,0x301ac,26,26,46733,0,46733,0,46733,26,46759,26,46785,26,46811,26,46837,0,46837
32,0x30194,0x301b4,26,0,46733,0,46733,26,46759,26,46785,26,46811,26,46837,0,46837,0,46837
32,0x3019c,0x301bc,26,0,46733,26,46759,26,46785,26,46811,26,46837,0,46837,0,46837,0,46837
32,0x30354,0x30374,26,0,46837,0,46837,0,46837,0,46837,26,46863,29,46892,26,46918,28,46946
32,0x30364,0x30384,26,0,46837,0,46837,26,46863,29,46892,26,46918,28,46946,28,46974,33,47007
32,0x3049c,0x304bc,26,0,47498,38,47536,31,47567,27,47594,26,47620,19,47639,18,47657,18,47675
32,0x307c4,0x307e4,26,0,49028,0,49028,22,49050,0,49050,26,49076,23,49099,27,49126,35,49161
32,0x30c24,0x30c44,26,23,51353,0,51353,0,51353,23,51376,26,51402,0,51402,20,51422,19,51441
32,0x30de4,0x30e04,26,21,52197,0,52197,27,52224,29,52253,26,52279,25,52304,0,52304,0,52304
32,0x3113c,0x3115c,26,27,52486,27,52513,32,52545,35,52580,26,52606,28,52634,29,52663,22,52685
32,0x311d4,0x311f4,26,27,53010,24,53034,31,53065,29,53094,26,53120,31,53151,35,53186,21,53207
32,0x31244,0x31264,26,0,53299,40,53339,37,53376,30,53406,26,53432,25,53457,23,53480,22,53502
32,0x31344,0x31364,26,21,53996,28,54024,25,54049,0,54049,26,54075,22,54097,23,54120,0,54120
32,0x313cc,0x313ec,26,22,54317,23,54340,23,54363,24,54387,26,54413,23,54436,21,54457,25,54482
32,0x313ec,0x3140c,26,26,54413,23,54436,21,54457,25,54482,26,54508,25,54533,25,54558,26,54584
32,0x31404,0x31424,26,25,54482,26,54508,25,54533,25,54558,26,54584,26,54610,28,54638,26,54664
32,0x3140c,0x3142c,26,26,54508,25,54533,25,54558,26,54584,26,54610,28,54638,26,54664,27,54691
32,0x3141c,0x3143c,26,25,54558,26,54584,26,54610,28,54638,26,54664,27,54691,26,54717,0,54717
32,0x3142c,0x3144c,26,26,54610,28,54638,26,54664,27,54691,26,54717,0,54717,0,54717,0,54717
32,0x31564,0x31584,26,0,55105,0,55105,0,55105,0,55105,26,55131,0,55131,30,55161,27,55188
32,0x31a6c,0x31a8c,26,0,57831,0,57831,0,57831,0,57831,26,57857,0,57857,28,57885,0,57885
32,0x31a94,0x31ab4,26,0,57857,28,57885,0,57885,0,57885,26,57911,26,57937,0,57937,0,57937
32,0x31a9c,0x31abc,26,28,57885,0,57885,0,57885,26,57911,26,57937,0,57937,0,57937,28,57965
32,0x31af4,0x31b14,26,0,57965,0,57965,0,57965,0,57965,26,57991,0,57991,0,57991,0,57991
32,0x321f4,0x32214,26,20,60242,19,60261,29,60290,28,60318,26,60344,26,60370,27,60397,27,60424
32,0x321fc,0x3221c,26,19,60261,29,60290,28,60318,26,60344,26,60370,27,60397,27,60424,25,60449
32,0x3225c,0x3227c,26,27,60591,24,60615,31,60646,29,60675,26,60701,31,60732,35,60767,30,60797
32,0x32294,0x322b4,26,30,60797,35,60832,27,60859,30,60889,26,60915,25,60940,0,60940,0,60940
32,0x3240c,0x3242c,26,38,61223,27,61250,21,61271,30,61301,26,61327,29,61356,24,61380,21,61401
32,0x324c4,0x324e4,26,25,61825,33,61858,23,61881,28,61909,26,61935,22,61957,25,61982,20,62002
32,0x32504,0x32524,26,33,62035,36,62071,24,62095,23,62118,26,62144,24,62168,22,62190,23,62213
32,0x32524,0x32544,26,26,62144,24,62168,22,62190,23,62213,26,62239,22,62261,25,62286,23,62309
32,0x3254c,0x3256c,26,22,62261,25,62286,23,62309,23,62332,26,62358,23,62381,23,62404,26,62430
32,0x32564,0x32584,26,23,62332,26,62358,23,62381,23,62404,26,62430,22,62452,20,62472,30,62502
32,0x325ac,0x325cc,26,24,62553,27,62580,25,62605,21,62626,26,62652,22,62674,24,62698,23,62721
32,0x325d4,0x325f4,26,22,62674,24,62698,23,62721,27,62748,26,62774,23,62797,22,62819,23,62842
32,0x32674,0x32694,26,30,63156,33,63189,20,63209,31,63240,26,63266,29,63295,31,63326,31,63357
32,0x32724,0x32744,26,25,63779,24,63803,28,63831,24,63855,26,63881,32,63913,35,63948,38,63986
32,0x328a4,0x328c4,26,25,65200,25,65225,25,65250,25,65275,26,65301,26,65327,26,65353,26,65379
32,0x328ac,0x328cc,26,25,65225,25,65250,25,65275,26,65301,26,65327,26,65353,26,65379,26,65405
32,0x328b4,0x328d4,26,25,65250,25,65275,26,65301,26,65327,26,65353,26,65379,26,65405,26,65431
32,0x328bc,0x328dc,26,25,65275,26,65301,26,65327,26,65353,26,65379,26,65405,26,65431,26,65457
32,0x328c4,0x328e4,26,26,65301,26,65327,26,65353,26,65379,26,65405,26,65431,26,65457,26,65483
32,0x328cc,0x328ec,26,26,65327,26,65353,26,65379,26,65405,26,65431,26,65457,26,65483,26,65509
32,0x328d4,0x328f4,26,26,65353,26,65379,26,65405,26,65431,26,65457,26,65483,26,65509,26,65535
32,0x328dc,0x328fc,26,26,65379,26,65405,26,65431,26,65457,26,65483,26,65509,26,65535,26,65561
32,0x328e4,0x32904,26,26,65405,26,65431,26,65457,26,65483,26,65509,26,65535,26,65561,26,65587
32,0x328ec,0x3290c,26,26,65431,26,65457,26,65483,26,65509,26,65535,26,65561,26,65587,26,65613
32,0x328f4,0x32914,26,26,65457,26,65483,26,65509,26,65535,26,65561,26,65587,26,65613,26,65639
32,0x328fc,0x3291c,26,26,65483,26,65509,26,65535,26,65561,26,65587,26,65613,26,65639,26,65665
32,0x32904,0x32924,26,26,65509,26,65535,26,65561,26,65587,26,65613,26,65639,26,65665,33,65698
32,0x3290c,0x3292c,26,26,65535,26,65561,26,65587,26,65613,26,65639,26,65665,33,65698,33,65731
32,0x32914,0x32934,26,26,65561,26,65587,26,65613,26,65639,26,65665,33,65698,33,65731,33,65764
32,0x32ab4,0x32ad4,26,25,67120,25,67145,25,67170,25,67195,26,67221,26,67247,26,67273,26,67299
32,0x32abc,0x32adc,26,25,67145,25,67170,25,67195,26,67221,26,67247,26,67273,26,67299,26,67325
32,0x32ac4,0x32ae4,26,25,67170,25,67195,26,67221,26,67247,26,67273,26,67299,26,67325,26,67351
32,0x32acc,0x32aec,26,25,67195,26,67221,26,67247,26,67273,26,67299,26,67325,26,67351,26,67377
32,0x32ad4,0x32af4,26,26,67221,26,67247,26,67273,26,67299,26,67325,26,67351,26,67377,26,67403
32,0x32adc,0x32afc,26,26,67247,26,67273,26,67299,26,67325,26,67351,26,67377,26,67403,26,67429
32,0x32ae4,0x32b04,26,26,67273,26,67299,26,67325,26,67351,26,67377,26,67403,26,67429,26,67455
32,0x32aec,0x32b0c,26,26,67299,26,67325,26,67351,26,67377,26,67403,26,67429,26,67455,26,67481
32,0x32af4,0x32b14,26,26,67325,26,67351,26,67377,26,67403,26,67429,26,67455,26,67481,26,67507
32,0x32afc,0x32b1c,26,26,67351,26,67377,26,67403,26,67429,26,67455,26,67481,26,67507,26,67533
32,0x32b04,0x32b24,26,26,67377,26,67403,26,67429,26,67455,26,67481,26,67507,26,67533,26,67559
32,0x32b0c,0x32b2c,26,26,67403,26,67429,26,67455,26,67481,26,67507,26,67533,26,67559,26,67585
32,0x32b14,0x32b34,26,26,67429,26,67455,26,67481,26,67507,26,67533,26,67559,26,67585,26,67611
32,0x32b1c,0x32b3c,26,26,67455,26,67481,26,67507,26,67533,26,67559,26,67585,26,67611,26,67637
32,0x32b24,0x32b44,26,26,67481,26,67507,26,67533,26,67559,26,67585,26,67611,26,67637,25,67662
32,0x32b2c,0x32b4c,26,26,67507,26,67533,26,67559,26,67585,26,67611,26,67637,25,67662,25,67687
32,0x32b34,0x32b54,26,26,67533,26,67559,26,67585,26,67611,26,67637,25,67662,25,67687,25,67712
32,0x32dfc,0x32e1c,26,25,70036,25,70061,25,70086,25,70111,26,70137,26,70163,26,70189,26,70215
32,0x32e04,0x32e24,26,25,70061,25,70086,25,70111,26,70137,26,70163,26,70189,26,70215,26,70241
32,0x32e0c,0x32e2c,26,25,70086,25,70111,26,70137,26,70163,26,70189,26,70215,26,70241,26,70267
32,0x32e14,0x32e34,26,25,70111,26,70137,26,70163,26,70189,26,70215,26,70241,26,70267,26,70293
32,0x32e1c,0x32e3c,26,26,70137,26,70163,26,70189,26,70215,26,70241,26,70267,26,70293,26,70319
32,0x32e24,0x32e44,26,26,70163,26,70189,26,70215,26,70241,26,70267,26,70293,26,70319,26,70345
32,0x32e2c,0x32e4c,26,26,70189,26,70215,26,70241,26,70267,26,70293,26,70319,26,70345,26,70371
32,0x32e34,0x32e54,26,26,70215,26,70241,26,70267,26,70293,26,70319,26,70345,26,70371,26,70397
32,0x32e3c,0x32e5c,26,26,70241,26,70267,26,70293,26,70319,26,70345,26,70371,26,70397,26,70423
32,0x32e44,0x32e64,26,26,70267,26,70293,26,70319,26,70345,26,70371,26,70397,26,70423,26,70449
32,0x32e4c,0x32e6c,26,26,70293,26,70319,26,70345,26,70371,26,70397,26,70423,26,70449,26,70475
32,0x32e54,0x32e74,26,26,70319,26,70345,26,70371,26,70397,26,70423,26,70449,26,70475,26,70501
32,0x32e5c,0x32e7c,26,26,70345,26,70371,26,70397,26,70423,26,70449,26,70475,26,70501,26,70527
32,0x32e64,0x32e84,26,26,70371,26,70397,26,70423,26,70449,26,70475,26,70501,26,70527,26,70553
32,0x32e6c,0x32e8c,26,26,70397,26,70423,26,70449,26,70475,26,70501,26,70527,26,70553,26,70579
32,0x32e74,0x32e94,26,26,70423,26,70449,26,70475,26,70501,26,70527,26,70553,26,70579,26,70605
32,0x32e7c,0x32e9c,26,26,70449,26,70475,26,70501,26,70527,26,70553,26,70579,26,70605,26,70631
32,0x32e84,0x32ea4,26,26,70475,26,70501,26,70527,26,70553,26,70579,26,70605,26,70631,23,70654
32,0x32e8c,0x32eac,26,26,70501,26,70527,26,70553,26,70579,26,70605,26,70631,23,70654,23,70677
32,0x32e94,0x32eb4,26,26,70527,26,70553,26,70579,26,70605,26,70631,23,70654,23,70677,23,70700
32,0x3306c,0x3308c,26,25,72424,25,72449,25,72474,25,72499,26,72525,26,72551,26,72577,26,72603
32,0x33074,0x33094,26,25,72449,25,72474,25,72499,26,72525,26,72551,26,72577,26,72603,26,72629
32,0x3307c,0x3309c,26,25,72474,25,72499,26,72525,26,72551,26,72577,26,72603,26,72629,26,72655
32,0x33084,0x330a4,26,25,72499,26,72525,26,72551,26,72577,26,72603,26,72629,26,72655,33,72688
32,0x3308c,0x330ac,26,26,72525,26,72551,26,72577,26,72603,26,72629,26,72655,33,72688,33,72721
32,0x33094,0x330b4,26,26,72551,26,72577,26,72603,26,72629,26,72655,33,72688,33,72721,33,72754
32,0x3312c,0x3314c,26,25,73120,25,73145,25,73170,25,73195,26,73221,26,73247,26,73273,26,73299
32,0x33134,0x33154,26,25,73145,25,73170,25,73195,26,73221,26,73247,26,73273,26,73299,26,73325
32,0x3313c,0x3315c,26,25,73170,25,73195,26,73221,26,73247,26,73273,26,73299,26,73325,26,73351
32,0x33144,0x33164,26,25,73195,26,73221,26,73247,26,73273,26,73299,26,73325,26,73351,25,73376
32,0x3314c,0x3316c,26,26,73221,26,73247,26,73273,26,73299,26,73325,26,73351,25,73376,25,73401
32,0x33154,0x33174,26,26,73247,26,73273,26,73299,26,73325,26,73351,25,73376,25,73401,25,73426
32,0x3320c,0x3322c,26,25,73894,25,73919,25,73944,25,73969,26,73995,26,74021,26,74047,26,74073
32,0x33214,0x33234,26,25,73919,25,73944,25,73969,26,73995,26,74021,26,74047,26,74073,26,74099
32,0x3321c,0x3323c,26,25,73944,25,73969,26,73995,26,74021,26,74047,26,74073,26,74099,26,74125
32,0x33224,0x33244,26,25,73969,26,73995,26,74021,26,74047,26,74073,26,74099,26,74125,26,74151
32,0x3322c,0x3324c,26,26,73995,26,74021,26,74047,26,74073,26,74099,26,74125,26,74151,23,74174
32,0x33234,0x33254,26,26,74021,26,74047,26,74073,26,74099,26,74125,26,74151,23,74174,23,74197
32,0x3323c,0x3325c,26,26,74047,26,74073,26,74099,26,74125,26,74151,23,74174,23,74197,23,74220
35,0x5b4,0x5d4,26,16580765,20643889,1068897903,327680,1083095122,4294901792,1073145858,850,26,700,115,50,655362,15,4294967295,65537
35,0x9e8,0xa08,26,4294901782,1068073846,820,67,640,107,0,655362,26,4294967295,4294901761,4294901786,0,4294901760,0,0
35,0x4ff4,0x5014,26,16711838,22872099,1068905149,327680,1083095122,4294901761,1068300565,850,26,700,110,50,655362,15,4294967295,65537
35,0x53c8,0x53e8,26,4294901761,1068300565,820,67,640,107,0,655362,26,4294967295,4294901761,4294901888,0,4294901760,0,0
35,0x5548,0x5568,26,4294901781,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x64a8,0x64c8,26,4294901761,1068300565,1000,56,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x6628,0x6648,26,4294901780,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x6da8,0x6dc8,26,4294901781,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901786,0,4294901760,0,0
35,0x6f74,0x6f94,26,16187553,23330870,1069131868,327682,1093245338,4294901789,1074098097,850,26,820,140,50,655362,193,4294967295,4294901766
35,0x6fd4,0x6ff4,26,16187552,23330892,1069130357,327680,1086849024,4294901779,1077660826,850,26,820,140,50,655362,193,4294967295,4294901763
35,0x73a8,0x73c8,26,4294901781,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901786,0,4294901760,0,0
52,0x334,0x354,26,25,458763,0,0,0,0,0,0,26,458763,0,0,0,0,0,0
52,0x734,0x754,308,307,32,0,3145738,0,0,0,0,308,64,0,3145738,0,0,0,0
52,0xd94,0xdb4,26,25,2097153,0,0,0,0,0,1,26,2097153,0,0,0,0,0,1
52,0x1454,0x1474,26,25,129,0,0,0,0,0,2,26,129,0,0,0,0,0,2
52,0x14f8,0x1518,911,0,0,65535,0,0,0,2,31,911,0,0,0,0,0,2,50
52,0x1854,0x1874,308,307,8,0,22,0,0,0,2,308,0,0,0,0,0,0,2
52,0x1eb4,0x1ed4,26,25,16810007,0,768,0,0,0,3,26,16842775,0,768,0,0,0,3
52,0x25b4,0x25d4,26,25,0,0,0,0,0,0,4,26,0,0,0,0,0,0,4
52,0x29b4,0x29d4,308,307,2129920,0,4194400,0,0,0,4,308,4227104,0,2097216,0,0,0,4
52,0x2d94,0x2db4,26,25,3,0,0,0,0,0,5,26,3,0,0,0,0,0,5
52,0x3194,0x31b4,308,307,0,0,0,0,0,0,5,308,0,0,0,0,0,0,5
52,0x35f4,0x3614,26,25,29,0,0,0,0,0,6,26,29,0,0,0,0,0,6
52,0x39f4,0x3a14,308,307,0,0,0,0,0,0,6,308,0,0,0,0,0,0,6
52,0x3e74,0x3e94,26,25,16009579,0,0,0,0,0,7,26,16009579,0,0,0,0,0,7
52,0x4514,0x4534,26,25,3,0,0,0,0,0,8,26,3,0,0,0,0,0,8
52,0x4914,0x4934,308,307,0,0,0,0,0,0,8,308,0,0,0,0,0,0,8
52,0x4d74,0x4d94,26,25,8187,0,0,0,0,0,9,26,8187,0,0,0,0,0,9
52,0x5174,0x5194,308,307,0,0,0,0,0,0,9,308,0,0,0,0,0,0,9
52,0x55b4,0x55d4,26,25,9,0,0,0,0,0,10,26,9,0,0,0,0,0,10
52,0x59b4,0x59d4,308,307,0,0,0,0,0,0,10,308,0,0,0,0,0,0,10
52,0x5df4,0x5e14,26,25,3,0,0,0,0,0,11,26,3,0,0,0,0,0,11
52,0x61f4,0x6214,308,307,0,0,0,0,0,0,11,308,0,0,0,0,0,0,11
52,0x6654,0x6674,26,25,3,0,0,0,0,0,12,26,3,0,0,0,0,0,12
52,0x6a54,0x6a74,308,307,0,0,0,0,0,0,12,308,0,0,0,0,0,0,12
52,0x6e94,0x6eb4,26,25,13003481,0,0,0,0,0,13,26,134225952,0,0,0,0,0,13
52,0x73f4,0x7414,308,307,117440512,0,16777087,0,0,0,13,308,0,0,0,0,0,0,13
52,0x7834,0x7854,26,25,1,0,0,0,0,0,14,26,1,0,0,0,0,0,14
52,0x7c34,0x7c54,308,307,0,0,0,0,0,0,14,308,0,0,0,0,0,0,14
52,0x8074,0x8094,26,25,1007,0,0,0,0,0,15,26,1007,0,0,0,0,0,15
52,0x8474,0x8494,308,307,0,0,0,0,0,0,15,308,0,0,0,0,0,0,15
52,0x88d4,0x88f4,26,25,4095,0,0,0,0,0,16,26,4095,0,0,0,0,0,16
52,0x8cd4,0x8cf4,308,307,0,0,0,0,0,0,16,308,0,0,0,0,0,0,16
52,0x9114,0x9134,26,25,615,0,0,0,0,0,17,26,615,0,0,0,0,0,17
52,0x9514,0x9534,308,307,0,0,0,0,0,0,17,308,0,0,0,0,0,0,17
52,0x9954,0x9974,26,25,915,0,0,0,0,0,18,26,915,0,0,0,0,0,18
52,0x9d54,0x9d74,308,307,0,0,0,0,0,0,18,308,0,0,0,0,0,0,18
52,0xa194,0xa1b4,26,25,0,0,0,0,0,0,19,26,0,0,0,0,0,0,19
52,0xa814,0xa834,26,25,255,0,0,0,0,0,20,26,255,0,0,0,0,0,20
52,0xac14,0xac34,308,307,0,0,0,0,0,0,20,308,0,0,0,0,0,0,20
52,0xb0b4,0xb0d4,26,25,0,0,0,0,0,0,22,26,0,0,0,0,0,0,22
52,0xb494,0xb4b4,308,307,0,0,0,0,0,0,22,308,0,0,0,0,0,0,22
52,0xb8d4,0xb8f4,26,25,511,0,0,0,0,0,23,26,511,0,0,0,0,0,23
52,0xbcd4,0xbcf4,308,307,0,0,0,0,0,0,23,308,0,0,0,0,0,0,23
52,0xc154,0xc174,26,25,1,0,0,0,0,0,24,26,1,0,0,0,0,0,24
52,0xc554,0xc574,308,307,0,0,0,0,0,0,24,308,0,0,0,0,0,0,24
52,0xc994,0xc9b4,26,25,39,0,0,0,0,0,25,26,39,0,0,0,0,0,25
52,0xcd94,0xcdb4,308,307,0,0,0,0,0,0,25,308,0,0,0,0,0,0,25
52,0xce90,0xceb0,26,25,315,0,0,0,0,0,0,26,0,1963,0,0,0,0,0
52,0xceb0,0xced0,26,26,0,1963,0,0,0,0,0,26,1,1971,0,0,0,0,0
52,0xced0,0xcef0,26,26,1,1971,0,0,0,0,0,26,2,1997,0,0,0,0,0
52,0xcef0,0xcf10,26,26,2,1997,0,0,0,0,0,26,3,2005,0,0,0,0,0
52,0xcf10,0xcf30,26,26,3,2005,0,0,0,0,0,26,4,1963,0,0,0,0,0
52,0xcf30,0xcf50,26,26,4,1963,0,0,0,0,0,26,5,1921,0,0,0,0,0
52,0xcf50,0xcf70,26,26,5,1921,0,0,0,0,0,26,6,1989,0,0,0,0,0
52,0xcf70,0xcf90,26,26,6,1989,0,0,0,0,0,26,7,2987,0,0,0,0,0
52,0xcf90,0xcfb0,26,26,7,2987,0,0,0,0,0,26,8,1409,0,0,0,0,0
52,0xcfb0,0xcfd0,26,26,8,1409,0,0,0,0,0,26,9,1409,0,0,0,0,0
52,0xcfd0,0xcff0,26,26,9,1409,0,0,0,0,0,26,10,1937,0,0,0,0,0
52,0xcff0,0xd010,26,26,10,1937,0,0,0,0,0,26,11,68,0,0,0,0,0
52,0xd010,0xd030,26,26,11,68,0,0,0,0,0,26,12,1409,0,0,0,0,0
52,0xd030,0xd050,26,26,12,1409,0,0,0,0,0,26,13,1409,0,0,0,0,0
52,0xd050,0xd070,26,26,13,1409,0,0,0,0,0,26,14,1409,0,0,0,0,0
52,0xd070,0xd090,26,26,14,1409,0,0,0,0,0,26,15,1409,0,0,0,0,0
52,0xd090,0xd0b0,26,26,15,1409,0,0,0,0,0,26,16,1409,0,0,0,0,0
52,0xd0b0,0xd0d0,26,26,16,1409,0,0,0,0,0,26,17,1409,0,0,0,0,0
52,0xd0d0,0xd0f0,26,26,17,1409,0,0,0,0,0,26,18,1409,0,0,0,0,0
52,0xd0f0,0xd110,26,26,18,1409,0,0,0,0,0,26,19,1409,0,0,0,0,0
52,0xd110,0xd130,26,26,19,1409,0,0,0,0,0,26,20,1409,0,0,0,0,0
